/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,0.986356,0.0416273,0.158259,0.00908251,0.000232877,1.44644,7.03407,0.215572,3.81549,2367066,6402791,2290817
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,0.0279765,1.63696e-06,0,0.000669013,0.000165595,1.72908,7.726,0.085557,0.974653,3718926,6477497,3717383
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,1.22876,0.0735084,0,0.0042256,0.00016842,1.83529,8.8612,0.181711,5.00256,4725339,6479040,4725339
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,0.810842,0.0391867,0,0.00451726,0.000470056,1.20837,6.33201,0.089183,2.14691,1386010,6254175,1161145
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,0.259443,0.0106409,0,0.000616588,0.00016492,1.76427,9.10294,0.202813,4.3549,3776578,6479040,3776578
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,1.13298,0.0997899,0.214891,0.022727,0.000215933,1.7419,7.98092,0.100313,4.75087,3631135,6467923,3620018
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,0.954496,0.0486926,0,0.00243445,0.000211244,1.46839,7.15731,0.097821,3.89095,3005073,6397558,2923591
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,2.20425,0.329973,0.321425,0.0270695,0.000193473,1.28884,7.24329,0.07142,2.11131,1366813,6477723,1365496
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,0.925773,0.0240868,0,0.00430056,0.00016654,1.77963,10.6348,0.114132,4.73307,4443147,6478473,4442580
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og1.pcd,0.13,0.1,1.67094,0.175319,0,0.00445164,0.000170721,1.19516,6.28391,0.109418,1.65867,1029412,6478973,1029345
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.13,0.1,1.18366,0.156675,0,0.000948329,0.000129219,0.767888,5.53546,0.016034,2.08254,1888148,3737837,1888148
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.13,0.1,0.760533,0.0997106,0,0.000793773,0.000129948,0.803325,5.38934,0.012737,1.80999,3347920,3737837,3347920
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.13,0.1,0.644677,0.0778957,0,0.000806205,0.000126002,0.707539,5.45136,0.018721,1.53889,2138333,3737837,2138333
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.13,0.1,1.38959,0.0620206,0,0.000619182,0.000129271,0.684465,5.02516,0.0132,1.0432,1518223,3737837,1518223
/home/drrobot1/rgbdslam_catkin_ws/rgbdslam_og2.pcd,0.13,0.1,0.410216,0.0339034,0,0.000596435,0.000128862,0.693248,5.24602,0.015693,1.01962,1610592,3737837,1610592
